municipality,urban,renda_dom_pc,population,agua_canalizada,sem_banheiro,esgoto_rede,esgoto_fossa,lixo_coleta,mort_1to4yrs,mort_less1yr,mort_total
350910,0.21844346691987,87.59867742386132,4192.00000007,0.4909043774981301,0.09433710132378209,0.11520904543155105,0.4024998067775324,0.30879165169841616,0,0,36
350920,1.0184365605078594,372.74852782131,50760.99999926,1.040868834797577,0.03750347260268522,0.7364532137731689,0.21416393917411386,0.9727598647857576,5,18,305
350925,0.7237765876940591,213.64148005401717,29227.00000016,1.001094745383529,0.05146801156330126,0.556686782380999,0.22407589565885241,0.8406147027217704,1,7,174
350930,0.48130430769907334,133.97442567894035,9174.00000082,0.5245822903688001,0.005587893802273535,0.4827903594249892,0.04089614332334737,0.48096172827214007,0,1,57
350940,0.6930287356048632,309.08295599734726,21085.21808472,0.9317454967253513,0.003620364233635974,0.786702243502979,0.14782151286021708,0.8459701330403382,3,5,132
350945,0.4328324788393431,127.31688930755558,5209.00000005,0.5208106989339738,0.03338379698522864,0.35088255131994917,0.16943690935018121,0.4622138846099942,0,1,38
350950,1.0652712641779665,792.1075636967068,969395.99999851,1.0443628543395216,0.013569543923555189,0.9248149923495547,0.11272560626984102,1.034178089772374,28,173,5779
350960,1.0854833610530676,396.1400347624925,63723.9999998,1.0544165438167499,0.013591391936756642,0.7244286665118382,0.34055380487315046,1.0602923944050138,5,16,390
350970,1.055875407873254,518.7374495745157,44252.00000033,1.0061968514999395,0.04003619416760496,0.8064058935608159,0.15289737497555742,0.9924054585970621,1,17,320
350980,0.3828449866225551,125.21381754753345,4181.00000017,0.49723210272685636,0.030299476582235994,0.35137048885318545,0.15252197720058422,0.36177015633599247,0,0,28
350990,0.46689404941549534,150.90376065247568,12297.99999993,0.5000619720749563,0.047960443209502414,0.3234177827506394,0.17250957674055403,0.4626805650632151,2,1,79
350995,0.4272938382099505,97.93732251897437,3613.99999964,0.5158882136916214,0.014727270747065624,0.2671464302323857,0.1300727582193811,0.43413521490502494,0,2,25
351000,0.9302089429335089,299.220136931815,29279.99999997,1.0120735002608523,0.015524533656173076,0.876198558160574,0.15076969176936342,0.934139839190206,1,8,204
351010,0.3489885577072712,116.68369482131668,2613.00000019,0.48758764986845726,0.0021529186978748,0.396909097168188,0.07241993403197727,0.40540008978122394,0,0,16
351015,0.4207489428830362,88.05703747082647,3481.00000007,0.5330003202773577,0.03076080090757358,0,0.5229738491807528,0.41482448028189783,0,1,31
