municipality,employees,estatutarios,temporarios,tx_coleta_lixo,tx_limpeza,mort_less1yr,mort_total
110001,917,772,1,1,0,7,145
110002,2560,2136,28,1,0,18,511
110003,282,219,3,1,1,3,28
110004,2075,1615,124,1,0,25,440
110005,656,539,2,0,0,1,80
110006,572,452,20,1,1,2,88
110007,413,359,10,1,1,0,42
110008,592,528,5,0,0,7,66
110009,879,602,78,1,1,8,149
110010,1310,994,0,1,1,16,208
110011,1624,1073,0,1,1,12,261
110012,3193,2252,231,0,0,33,603
110013,1214,995,12,1,1,11,149
110014,705,628,0,1,1,2,89
110015,1365,1100,17,1,0,7,191
110018,1141,0,0,1,0,10,187
110020,13030,12151,154,1,1,121,2271
110025,705,510,5,1,0,5,126
110026,283,202,7,1,1,0,11
110028,1545,1381,0,0,0,23,281
110029,388,318,0,1,1,0,46
110030,2868,1994,179,1,0,19,437
110032,883,757,0,0,0,4,104
110033,1039,833,7,1,1,4,107
110034,652,598,0,0,1,4,84
110037,630,528,0,0,0,1,53
110040,651,473,8,1,1,5,78
110045,1190,817,17,1,0,9,139
110050,413,342,0,1,1,0,41
110060,314,267,0,1,0,0,28
110070,574,475,9,1,1,2,43
110080,834,587,0,0,0,8,111
110090,300,195,4,0,0,1,17
110092,578,417,2,0,0,5,42
110094,574,382,0,1,0,4,50
110100,499,387,17,1,0,1,35
110110,457,356,0,1,0,0,35
110120,401,343,0,1,1,1,48
110130,437,405,12,0,0,2,57
110140,638,406,8,1,0,4,69
110143,315,266,0,1,1,2,30
110145,283,254,3,0,0,0,16
110146,246,168,0,1,0,0,10
110147,259,246,0,0,0,0,22
110148,321,222,15,1,1,1,21
110149,659,457,2,0,0,1,72
110150,590,515,33,0,0,4,44
110155,274,208,10,0,0,1,19
110160,578,422,5,1,0,2,38
110170,391,364,0,1,0,4,55
110175,341,312,0,0,1,3,33
110180,495,387,25,1,0,1,21
120001,431,0,54,0,0,2,56
120005,309,0,125,1,1,7,31
120010,873,0,290,1,1,14,115
120013,NA,0,NA,1,1,2,44
120017,NA,0,NA,1,1,2,53
120020,3191,1605,1436,1,1,20,373
120025,NA,0,NA,1,1,2,65
120030,945,488,160,1,0,26,150
120032,629,0,119,1,1,4,14
120033,672,578,72,0,0,9,75
120034,396,0,41,1,1,8,39
120035,958,689,181,1,0,7,29
120038,640,0,39,0,0,8,73
120039,651,424,168,1,1,4,22
120040,6309,3860,1807,1,1,101,1731
120042,723,689,12,1,0,6,33
120043,NA,0,NA,1,1,11,26
120045,853,614,162,1,1,6,110
120050,1091,0,292,1,1,8,170
120060,1122,693,260,1,1,35,169
120070,NA,0,NA,1,1,4,68
120080,NA,303,105,1,0,5,67
130002,805,432,0,0,0,5,36
130006,506,259,214,0,0,9,36
130008,484,261,155,0,0,2,26
130010,461,330,0,0,0,3,60
130014,650,423,128,0,0,4,48
130020,1000,109,852,0,0,16,52
130030,2031,876,1096,0,0,9,146
130040,818,566,231,0,0,30,84
130050,1799,491,1246,1,1,9,101
130060,1992,773,1064,0,0,35,141
130063,1246,636,222,0,0,3,45
130068,933,391,348,1,1,5,48
130070,1431,834,326,0,0,11,133
130080,1983,575,1374,1,0,7,108
130083,983,668,0,0,0,3,20
130090,937,394,401,0,0,5,38
130100,1030,692,241,0,0,8,97
130110,1132,753,133,0,0,9,96
130115,942,554,266,1,0,3,44
130120,5249,2784,0,1,1,22,311
130130,1077,532,294,0,0,6,69
130140,1899,1161,566,0,0,25,150
130150,928,492,245,0,0,10,64
130160,1894,1053,756,0,0,12,71
130165,791,472,190,0,0,1,50
130170,1495,759,573,0,0,10,176
130180,1120,283,729,0,1,13,55
130185,2639,1791,583,1,1,11,210
130190,4064,2296,1526,1,1,28,362
130195,832,307,428,0,0,3,29
130200,513,183,272,0,0,1,29
130210,849,463,205,0,0,2,8
130220,838,280,509,1,1,3,21
130230,567,435,4,0,0,15,76
130240,1401,591,682,0,0,13,154
130250,2324,1018,947,0,1,32,437
130255,1018,533,108,0,1,4,50
130260,32956,21136,8927,0,0,558,10451
130270,1438,868,0,0,0,16,162
130280,1637,193,16,0,0,7,28
130290,2676,1160,1240,1,1,18,219
130300,848,455,263,0,0,9,61
130310,1018,330,596,0,0,8,106
130320,856,347,386,0,0,5,48
130330,980,466,417,0,0,8,83
130340,3495,1034,2264,0,0,40,447
130350,582,500,0,0,0,8,40
130353,2489,1312,954,1,1,6,98
130356,962,620,224,0,0,4,89
130360,742,281,432,0,0,3,43
130370,1211,661,478,0,0,14,51
130380,1726,560,1066,0,0,39,248
130390,1275,630,572,0,0,23,102
130395,271,117,12,0,0,0,25
130400,413,256,62,0,0,2,22
130406,1690,1350,0,0,0,31,200
130410,1313,1055,224,0,0,10,60
130420,3681,1049,2492,0,0,29,236
130423,1222,601,572,0,0,6,37
130426,1183,279,833,0,0,4,20
130430,986,470,436,0,0,6,51
130440,617,417,144,1,1,4,63
140002,570,62,454,0,0,10,58
140005,795,544,0,0,0,25,102
140010,8941,6203,856,1,0,78,1351
140015,500,323,83,1,1,8,45
140017,707,447,199,0,1,9,68
140020,1046,706,254,1,0,17,95
140023,466,297,106,1,0,4,31
140028,449,110,229,0,0,2,35
140030,642,246,332,1,1,9,54
140040,408,202,144,0,0,4,33
140045,450,199,225,0,1,6,37
140047,1350,758,505,1,0,1,104
140050,489,301,69,0,0,5,26
140060,352,174,140,0,0,1,22
140070,172,25,111,0,0,12,30
150010,5210,3632,1409,0,0,39,623
150013,402,267,87,0,0,3,41
150020,2260,1984,203,1,1,9,214
150030,2144,1403,0,1,1,16,99
150034,706,305,387,0,0,1,55
150040,2329,1502,512,0,0,19,227
150050,2069,1645,297,0,0,16,114
150060,3974,1417,2418,1,0,49,707
150070,1569,1457,0,0,1,5,51
150080,11255,2682,5176,0,0,118,2716
150085,1001,492,471,0,0,9,102
150090,2163,1179,833,0,0,10,205
150095,1423,515,759,0,0,6,104
150100,799,654,119,0,0,3,52
150110,1482,331,1061,0,0,8,50
150120,1908,1292,478,0,0,10,144
150125,353,147,176,0,0,2,15
150130,5303,4418,497,1,1,37,422
150140,18773,14387,1603,0,0,318,9133
150145,894,431,426,0,0,5,68
150150,1893,275,1338,1,1,16,314
150157,618,437,171,0,0,3,58
150160,503,294,170,0,0,1,52
150170,3836,2294,1456,1,0,34,569
150172,1015,237,683,1,1,3,95
150175,582,223,342,0,0,1,35
150178,1831,1476,209,0,0,14,184
150180,4146,2837,897,1,1,52,341
150190,1462,771,508,0,0,11,105
150195,1550,454,1037,1,1,6,61
150200,1164,651,488,0,0,8,71
150210,4930,3863,946,0,0,54,433
150215,2761,1623,908,1,0,23,167
150220,1993,976,951,0,0,14,367
150230,2229,244,1880,1,1,11,214
150240,7341,3998,2888,1,1,47,989
150250,805,243,536,0,0,4,41
150260,538,361,115,1,1,4,57
150270,1442,818,396,1,1,13,260
150275,1357,1171,126,0,0,13,130
150276,687,345,164,0,0,4,31
150277,1048,580,393,0,0,5,123
150280,1261,859,333,0,0,13,50
150285,1011,817,145,0,0,3,38
150290,1085,803,122,0,0,6,154
150293,1678,1166,0,0,0,12,182
150295,1609,572,942,0,0,3,134
150300,680,560,69,0,0,4,26
150304,1022,626,355,0,0,0,75
150307,1675,921,726,1,0,9,123
150309,1722,926,693,0,0,8,133
150310,2002,1333,553,0,0,9,58
150320,1201,731,350,0,0,2,198
150330,3169,3091,56,0,0,13,222
150340,541,280,202,0,0,6,48
150345,2318,1112,1088,0,0,9,116
150350,1456,626,819,0,0,4,149
150360,4721,4226,293,0,1,27,582
150370,1880,953,865,1,1,19,239
150375,1906,1059,745,1,1,11,57
150380,2090,1210,732,0,0,11,229
150390,2604,1742,708,0,0,17,165
150400,1320,1007,268,0,0,12,77
150405,2764,1677,1060,1,0,11,175
150410,605,143,437,0,0,3,34
150420,9882,6961,2354,0,0,68,1243
150430,1469,559,860,0,0,4,104
150440,1490,805,638,0,0,7,120
150442,6259,194,5286,0,0,22,555
150445,1048,709,289,0,0,0,106
150450,1128,841,257,0,0,10,40
150460,1290,884,347,1,1,8,110
150470,2735,1445,1209,1,1,13,273
150475,819,195,2,1,1,5,79
150480,2404,1667,606,1,1,16,278
150490,1540,928,520,0,0,8,129
150495,1098,331,704,0,0,3,68
150497,642,311,298,1,0,2,70
150500,693,406,207,0,0,0,62
150503,1174,588,510,1,0,7,139
150506,2768,2381,235,1,1,23,226
150510,2685,1830,730,0,0,16,224
150520,1601,1132,427,0,0,9,87
150530,2772,2157,547,1,1,32,238
150540,584,577,0,1,1,8,75
150543,1299,751,445,1,0,7,123
150548,1439,1322,38,0,0,6,176
150549,342,204,124,0,0,3,30
150550,3259,2576,601,0,0,32,424
150553,9042,3494,4998,0,0,72,764
150555,494,272,184,0,0,2,38
150560,437,242,186,0,0,0,46
150563,771,244,485,0,0,2,36
150565,1033,362,639,0,0,3,78
150570,1951,793,1131,0,0,7,69
150580,2982,1472,1440,1,0,32,196
150590,1126,1065,0,0,0,7,86
150600,2237,2093,0,0,0,14,87
150610,472,320,127,0,0,2,54
150611,618,333,198,0,0,1,35
150613,3115,1739,1317,1,1,24,476
150616,763,540,68,1,1,3,82
150618,1564,1283,172,0,0,17,240
150619,1507,964,469,0,0,2,90
150620,1428,1011,321,0,1,9,185
150630,997,75,897,0,1,5,111
150635,818,31,714,1,1,3,94
150640,364,149,200,0,0,1,29
150650,1972,1835,0,0,0,15,327
150655,984,502,421,0,0,4,83
150658,977,339,565,0,1,1,62
150660,1015,404,499,0,0,3,124
150670,1741,1040,516,1,1,14,191
150680,10988,3929,6627,1,1,104,1574
150690,655,627,0,0,0,0,18
150700,1421,655,642,0,0,6,136
150710,683,473,149,0,0,5,59
150715,940,717,202,0,0,5,111
150720,1471,1139,266,0,0,8,121
150730,2423,1916,398,1,1,16,275
150740,664,327,278,0,0,1,100
150745,1134,869,204,0,0,8,125
150746,525,193,325,0,0,0,32
150747,1150,806,247,0,1,3,99
150750,809,475,285,0,0,3,58
150760,2422,1313,916,1,0,10,263
150770,1342,773,483,0,1,12,60
150775,503,200,283,0,0,0,23
150780,744,546,172,0,0,8,42
150790,1122,453,514,0,0,12,75
150795,2471,1171,1165,1,1,18,337
150796,795,525,241,0,0,0,49
150797,890,631,214,1,1,8,58
150800,2908,837,1886,0,0,22,269
150803,1490,385,1068,0,0,7,150
150805,717,359,308,0,0,2,59
150808,1681,724,849,0,0,12,161
150810,5802,2870,2629,1,1,30,388
150812,2109,1150,780,0,0,3,103
150815,1942,908,1010,1,0,16,197
150820,1809,987,732,0,0,12,255
150830,3077,1573,1389,0,0,18,200
150835,1561,234,1210,1,0,2,75
150840,1827,1276,464,1,1,9,207
160005,326,214,64,0,0,0,12
160010,291,221,24,0,1,0,17
160015,751,605,102,0,0,6,27
160020,382,298,27,0,0,1,34
160021,347,269,65,0,0,0,6
160023,585,420,28,0,0,3,24
160025,254,189,26,0,0,0,8
160027,1457,1212,160,0,0,20,141
160030,9065,5973,1627,1,0,168,1938
160040,611,456,80,0,1,9,51
160050,800,575,164,0,0,13,74
160053,898,752,0,1,0,4,65
160055,299,170,74,0,0,1,12
160060,2835,1255,1173,0,1,33,481
160070,571,404,131,0,0,2,27
160080,751,446,270,0,0,4,29
170025,133,90,38,0,0,0,17
170030,290,213,46,0,0,1,29
170035,258,154,80,0,0,1,29
170040,419,317,80,0,0,5,46
170070,33,11,10,1,1,4,64
170100,454,309,119,0,0,3,57
170105,237,109,103,0,0,0,18
170110,280,168,72,0,0,1,20
170130,273,189,44,0,0,0,20
170190,381,182,163,0,0,2,20
170200,395,270,40,0,0,1,45
170210,3696,2709,744,1,1,35,912
170215,285,187,66,0,0,1,27
170220,1050,794,217,1,0,8,166
170230,267,238,18,0,0,1,32
170240,423,323,75,0,0,2,64
170255,484,394,24,0,0,5,83
170270,210,126,65,0,0,1,19
170290,702,429,217,0,0,4,57
170300,493,313,93,0,0,3,47
170305,236,128,72,0,0,1,24
170307,236,109,60,0,0,1,23
170310,314,144,145,0,0,0,28
170320,258,174,45,0,0,1,22
170330,230,178,34,0,0,1,22
170360,224,160,13,0,0,0,7
170370,286,221,37,1,0,0,34
170380,414,344,15,0,0,1,59
170382,215,124,48,0,0,0,10
170384,524,229,0,0,0,4,32
170386,270,99,134,0,0,0,15
170388,319,121,2,0,0,0,12
170389,215,162,35,0,0,1,20
170390,319,167,104,0,0,1,20
170410,229,135,18,0,0,0,10
170460,176,34,115,0,0,0,12
170510,214,117,44,0,0,2,16
170550,1541,726,588,0,0,6,158
170555,179,67,107,0,0,2,30
170560,257,135,95,0,0,2,18
170600,244,179,31,0,0,1,27
170610,319,194,90,0,0,0,47
170625,152,93,34,0,0,0,9
170650,276,161,71,0,0,1,25
170700,626,450,103,0,0,3,106
170710,422,109,255,0,0,1,30
170720,237,131,74,0,0,3,30
170730,302,166,108,0,0,0,26
170740,465,336,98,0,0,4,53
170755,257,131,113,0,0,0,22
170765,280,152,97,0,0,2,45
170770,543,405,0,0,0,3,43
170820,792,508,244,0,0,6,97
170825,237,212,0,0,1,0,13
170830,215,153,32,0,0,0,20
170900,453,377,43,0,0,5,63
170930,835,518,191,0,1,2,120
170950,2951,1436,1187,1,1,14,430
170980,180,131,34,0,0,0,11
171050,311,205,82,0,0,1,39
171070,343,239,74,0,0,2,29
171090,197,125,60,0,0,0,21
171110,226,142,50,0,0,0,13
171150,257,143,86,0,0,1,13
171180,153,103,15,0,0,0,9
171190,524,306,152,0,0,3,52
171195,220,170,37,0,0,0,14
171200,371,166,124,0,0,1,23
171215,137,60,68,0,0,1,7
171240,189,91,67,0,0,1,11
171245,200,104,51,0,0,0,14
171250,358,295,16,0,0,4,23
171270,NA,NA,NA,0,0,0,5
171280,210,187,2,0,0,0,16
171320,558,477,7,0,0,5,101
171330,523,355,120,0,0,5,86
171360,339,260,16,0,0,2,31
171370,213,101,96,0,0,0,17
171380,239,124,64,0,0,0,20
171395,257,162,55,0,0,3,18
171420,NA,NA,NA,0,0,5,54
171430,237,142,60,0,0,0,17
171488,532,241,255,0,0,2,64
171500,176,137,22,1,0,0,21
171510,238,186,30,0,0,2,28
171515,142,52,80,0,0,0,12
171525,171,121,22,0,0,0,10
171550,166,69,78,0,0,0,6
171570,372,170,131,0,0,0,28
171575,394,226,95,0,0,2,31
171610,1354,869,383,1,0,15,261
171620,506,337,92,0,0,1,51
171630,227,161,39,0,0,0,19
171650,442,306,84,0,0,2,72
171660,691,504,126,0,0,2,47
171665,345,161,151,0,0,1,23
171670,330,209,95,0,0,1,66
171700,219,143,32,1,0,1,17
171720,259,158,78,0,0,0,3
171750,365,201,127,0,0,0,31
171780,276,120,138,0,0,0,21
171790,334,167,127,0,0,1,39
171800,202,146,40,0,0,0,10
171820,1776,1123,402,1,0,10,321
171830,374,301,50,0,0,2,43
171840,250,142,89,0,0,1,26
171845,225,113,66,0,0,0,15
171850,205,146,0,0,0,2,19
171855,282,205,57,0,0,0,22
171865,135,52,0,0,0,0,8
171870,171,98,44,0,0,1,13
171875,265,170,58,0,0,5,25
171880,231,219,0,0,0,2,19
171884,289,183,68,0,0,0,25
171886,338,259,0,0,0,3,32
171888,195,126,30,0,0,1,12
171889,205,47,110,0,0,1,7
171890,311,170,67,0,0,2,29
171900,196,127,23,0,0,2,18
172000,228,108,90,0,0,1,18
172010,276,154,95,0,0,0,22
172015,149,73,52,0,0,1,10
172020,436,287,108,0,0,2,46
172025,238,127,38,0,0,0,14
172030,248,169,44,0,0,0,16
172049,263,167,45,0,1,1,37
172065,305,150,136,0,0,2,30
172080,578,460,69,0,0,2,56
172085,175,68,73,0,0,1,8
172090,681,516,84,0,0,2,84
172093,176,80,70,0,0,0,9
172097,224,194,17,0,0,0,13
172100,10100,8148,1187,1,1,62,977
172110,403,119,162,0,0,4,38
172120,882,552,248,0,0,5,139
172125,173,62,86,0,0,0,5
172130,232,127,87,0,0,0,12
172208,454,269,86,0,0,0,66
172210,571,390,0,0,0,2,88
210005,4270,2802,1179,0,0,40,547
210010,552,315,208,0,0,4,32
210015,626,555,11,0,0,3,69
210020,1093,728,278,0,0,4,80
210030,1388,724,595,0,0,3,101
210040,315,195,0,0,0,2,25
210043,1520,210,1280,0,0,10,115
210047,1765,816,787,0,0,7,129
210050,634,358,255,0,0,2,38
210055,461,196,0,0,0,1,41
210060,1986,1229,626,0,0,15,180
210070,190,80,89,0,0,3,116
210080,678,360,220,0,0,3,49
210083,804,551,211,0,0,4,47
210087,786,252,524,0,0,4,40
210090,2377,1480,700,0,0,8,178
210095,1637,908,641,0,0,10,111
210100,1510,867,620,0,0,3,149
210110,835,451,204,0,0,1,54
210120,2312,1167,1025,0,0,29,623
210125,787,521,186,0,0,4,87
210130,1163,890,142,0,0,6,72
210135,321,167,131,0,0,1,26
210140,3793,2966,433,1,0,31,463
210150,688,372,261,0,0,4,94
210160,4802,2299,2473,0,0,30,475
210170,2960,1374,1454,0,0,18,244
210173,553,505,6,0,0,5,20
210177,1019,332,627,0,0,3,50
210180,316,228,52,0,0,1,20
210190,673,473,190,0,0,4,67
210193,459,351,67,0,0,1,17
210197,542,412,100,0,0,2,20
210200,2996,1546,1250,0,0,10,169
210203,1272,1038,97,0,0,10,104
210207,304,184,0,0,0,4,53
210210,1699,1151,434,0,0,5,143
210215,NA,NA,NA,0,0,0,20
210220,1168,978,0,0,0,5,87
210230,1968,491,1293,0,0,7,115
210232,3027,1419,1464,0,0,22,252
210235,747,425,100,0,0,4,66
210237,485,312,141,0,0,0,21
210240,708,240,453,0,0,1,52
210250,1038,681,150,0,0,4,65
210255,735,394,257,0,0,1,71
210260,1079,660,0,0,0,0,57
210270,895,471,359,0,0,10,104
210275,789,323,417,0,0,6,64
210280,735,650,0,0,0,6,149
210290,1467,852,0,0,0,4,98
210300,7532,2884,4431,0,1,48,924
210310,609,355,210,0,0,3,36
210312,738,255,463,0,0,0,32
210315,589,68,511,0,0,6,25
210317,1409,632,627,0,0,6,44
210320,3571,2193,986,0,0,24,411
210325,521,478,28,0,0,4,56
210330,5685,1898,3501,0,0,33,713
210340,2170,1247,480,0,0,12,255
210350,2162,1393,634,1,1,12,185
210355,964,834,80,0,0,4,40
210360,2051,677,756,0,0,16,373
210370,1487,1187,218,0,0,7,222
210375,718,525,157,0,0,7,83
210380,1061,574,435,0,0,3,105
210390,683,325,291,0,0,3,54
210400,1045,406,332,0,0,4,120
210405,1562,923,466,0,0,15,165
210407,430,370,30,0,0,2,35
210408,321,291,18,0,0,14,37
210409,793,506,261,0,0,4,65
210410,693,640,0,0,0,1,49
210420,699,486,136,0,0,4,96
210430,597,391,137,0,0,0,17
210440,842,557,175,0,0,1,92
210450,553,262,167,0,0,1,48
210455,869,441,324,0,0,1,81
210460,1153,450,627,0,0,4,64
210462,505,420,41,0,0,0,35
210465,628,345,268,0,0,2,50
210467,1815,813,881,0,0,9,113
210470,327,212,93,0,0,1,27
210480,3639,2931,515,1,1,20,332
210490,574,395,163,0,0,1,73
210500,1474,821,582,0,0,9,102
210510,1540,588,846,0,0,4,82
210515,926,380,270,0,0,6,79
210520,449,325,48,0,0,2,58
210530,8797,7116,755,0,0,51,1587
210535,823,436,370,0,0,5,36
210540,3228,1490,1484,0,0,17,336
210542,832,577,244,0,0,7,107
210545,593,392,156,0,0,2,31
210547,941,511,374,0,0,7,52
210550,1691,715,641,0,0,4,130
210560,774,655,78,0,0,3,72
210565,567,179,380,0,0,3,33
210570,3253,1459,1757,0,0,8,266
210580,507,402,75,0,0,3,47
210590,1040,600,400,1,0,1,57
210592,519,386,104,0,0,5,53
210594,411,357,33,0,0,0,40
210596,522,222,0,0,0,1,28
210598,430,203,205,0,0,0,24
210600,606,229,288,0,0,3,84
210610,608,564,2,0,0,4,53
210620,351,298,0,0,0,2,31
210630,1265,1010,100,0,0,2,72
210632,1385,641,0,0,0,3,84
210635,380,170,0,0,0,0,19
210637,705,158,0,0,0,5,48
210640,1180,562,468,0,0,7,87
210650,1436,901,304,0,0,5,107
210660,2263,1341,92,0,0,11,110
210663,606,132,274,0,0,1,34
210667,324,287,5,0,0,0,20
210670,680,630,20,0,0,6,79
210675,1442,605,773,0,0,6,108
210680,580,350,190,0,0,2,77
210690,1914,1060,729,0,0,10,145
210700,546,248,273,0,0,2,61
210710,892,652,0,0,0,3,61
210720,405,309,0,0,0,0,35
210725,320,237,61,0,0,1,25
210730,311,220,0,0,0,2,24
210735,1107,596,0,0,0,5,88
210740,861,660,130,0,0,2,82
210745,737,471,197,0,0,4,43
210750,2591,1645,503,0,0,24,491
210760,963,535,391,0,0,7,71
210770,630,426,132,0,0,3,101
210780,2221,1514,535,1,0,9,143
210790,642,384,220,0,0,3,84
210800,1138,1096,0,0,0,2,77
210805,1243,482,675,0,0,3,55
210810,830,674,138,0,0,14,131
210820,1859,1305,406,0,0,12,255
210825,1606,723,765,0,0,5,66
210830,1859,732,1037,0,0,19,192
210840,800,346,405,0,0,2,51
210845,1198,820,213,0,0,5,106
210850,2063,1270,717,0,0,5,198
210860,2954,1623,945,0,0,22,395
210870,918,865,0,0,0,8,106
210880,1040,510,437,0,0,9,97
210890,1075,953,44,0,0,3,101
210900,1315,879,187,0,0,6,135
210905,401,247,111,0,0,1,20
210910,1432,903,249,0,0,9,256
210920,854,387,354,0,0,3,40
210923,526,229,193,0,0,3,20
210927,1336,443,863,0,0,3,74
210930,814,476,239,0,0,4,48
210940,851,157,681,0,0,2,35
210945,1228,660,336,0,0,8,131
210950,993,647,171,0,0,3,115
210955,433,215,152,0,0,2,34
210960,1790,981,693,0,0,8,208
210970,282,195,22,0,0,1,25
210975,396,276,74,0,0,0,19
210980,1618,980,518,0,0,10,135
210990,4231,1600,2472,0,0,14,499
211000,3293,2540,714,0,0,17,314
211003,1378,900,0,0,0,6,105
211010,1266,603,465,0,0,5,114
211020,1180,882,0,0,0,10,165
211023,504,364,100,0,0,1,28
211027,834,390,389,0,0,2,28
211030,967,745,158,0,0,2,77
211040,874,591,263,0,0,9,83
211050,1481,790,601,0,0,9,183
211060,806,396,210,0,0,6,121
211065,390,334,14,0,0,1,39
211070,1461,748,539,0,0,6,169
211080,327,195,95,0,0,0,17
211085,540,260,217,0,0,1,44
211090,530,469,0,0,0,4,54
211100,1086,271,520,0,0,1,108
211102,584,327,218,0,0,5,38
211105,756,518,199,0,0,0,55
211107,1622,543,1021,0,0,3,76
211110,1230,740,360,0,0,7,176
211120,3504,1957,477,0,0,50,827
211125,319,180,124,0,0,1,38
211130,23700,12948,7228,0,0,297,6141
211140,1097,848,202,0,0,5,97
211150,2416,1214,884,0,0,11,228
211153,665,435,207,0,0,4,60
211157,320,0,71,0,0,1,11
211160,887,695,69,0,0,12,98
211163,452,358,75,0,0,3,37
211167,378,338,21,0,0,2,22
211170,1102,370,681,0,0,3,88
211172,527,440,60,0,0,0,31
211174,1104,223,403,0,0,1,52
211176,1062,867,86,0,0,6,101
211178,703,510,123,0,0,6,44
211180,981,757,199,0,0,9,78
211190,499,414,83,0,0,5,63
211195,285,164,52,0,0,0,29
211200,937,605,20,0,0,2,33
211210,1007,850,0,0,0,6,147
211220,5105,2108,2316,0,0,61,1002
211223,968,497,206,0,0,5,115
211227,703,214,475,0,0,1,22
211230,2835,835,1965,0,0,4,195
211240,2601,2339,187,0,0,9,88
211245,1701,370,1273,0,0,4,89
211250,3124,813,2280,0,0,11,248
211260,1279,835,378,0,0,6,69
211270,2364,1715,0,0,0,20,225
211280,1931,975,726,0,0,21,290
211285,566,379,136,0,0,2,42
211290,1458,1148,0,0,0,8,151
211300,1750,950,450,0,0,6,155
211400,2469,1470,921,0,0,15,263
220005,250,232,15,0,0,5,47
220010,268,123,104,0,0,3,47
220020,610,206,223,0,0,1,115
220025,241,0,3,0,0,1,47
220027,299,145,110,0,0,0,40
220030,490,317,0,0,0,0,85
220040,1459,977,364,0,0,4,274
220045,428,246,97,0,0,0,18
220050,636,430,55,1,1,3,120
220060,281,156,50,0,0,1,43
220070,388,0,152,0,0,1,40
220080,192,151,0,1,1,0,17
220090,295,185,85,0,1,0,36
220095,157,100,20,0,0,1,17
220100,220,195,3,0,0,1,28
220105,416,309,23,0,0,6,32
220110,455,389,22,1,1,3,69
220115,686,269,386,0,0,3,51
220117,217,0,8,0,0,0,31
220120,2145,1449,537,0,0,13,266
220130,278,114,136,0,0,1,17
220140,369,200,42,0,0,3,46
220150,929,802,64,0,0,3,143
220155,204,0,27,0,0,6,32
220157,212,149,0,1,1,1,13
220160,483,352,71,0,0,1,52
220170,298,209,67,0,0,3,42
220173,312,253,42,0,0,2,33
220177,378,318,12,0,0,2,28
220180,353,290,25,0,0,3,48
220190,980,474,292,0,0,3,101
220191,351,251,82,0,0,0,34
220192,193,0,7,0,0,0,26
220194,324,232,45,0,0,4,45
220196,289,225,21,1,1,1,32
220198,263,194,28,0,0,0,20
220200,797,368,237,0,0,4,115
220202,307,183,55,0,0,1,41
220205,437,235,61,0,0,1,56
220207,255,141,85,0,0,0,21
220208,396,263,41,0,0,2,38
220209,254,156,52,0,0,3,32
220210,248,205,25,0,0,0,42
220211,242,0,31,0,0,1,29
220213,286,244,8,0,0,2,31
220217,484,216,250,0,0,6,40
220220,1897,958,676,1,1,5,313
220225,254,144,94,0,0,0,13
220230,853,629,70,0,0,2,112
220240,561,307,81,0,0,1,49
220245,182,0,3,0,0,0,23
220250,557,0,240,0,0,2,48
220253,270,239,10,0,0,3,35
220255,292,189,31,0,0,3,31
220260,683,604,23,1,1,8,126
220265,322,258,17,0,0,3,25
220270,948,812,56,0,0,6,170
220271,290,216,48,0,0,2,25
220272,331,289,18,0,0,0,40
220273,245,140,79,0,0,0,19
220275,320,211,62,0,0,1,36
220277,323,270,35,0,0,1,49
220280,230,145,29,0,0,1,28
220285,222,0,0,0,0,0,17
220290,946,629,149,1,0,6,116
220300,314,260,18,0,0,2,27
220310,467,336,111,0,0,3,46
220320,576,457,91,0,0,1,56
220323,298,0,65,0,0,0,18
220325,237,177,40,0,0,1,19
220327,310,160,60,0,0,0,16
220330,431,253,65,1,0,3,94
220335,327,0,4,0,0,1,39
220340,315,190,106,0,0,1,37
220342,328,136,161,0,0,0,24
220345,413,217,117,0,0,2,49
220350,599,0,268,1,1,1,113
220360,307,186,60,0,0,1,39
220370,1477,1106,275,0,0,15,234
220375,270,0,40,0,0,1,16
220380,293,221,10,0,0,1,43
220385,169,142,0,0,0,0,24
220390,2594,1477,1040,1,1,20,450
220400,255,0,27,0,0,0,28
220410,235,0,44,0,0,2,35
220415,159,132,6,0,0,2,19
220420,314,229,60,0,0,2,51
220430,351,284,12,0,0,3,78
220435,204,164,14,0,0,2,45
220440,602,425,140,0,0,1,37
220450,469,317,74,0,0,2,71
220455,330,0,69,0,0,0,10
220460,209,151,19,0,0,0,20
220465,390,315,11,0,0,5,70
220470,469,407,41,1,1,2,90
220480,295,254,31,1,1,4,80
220490,357,207,125,0,0,2,51
220500,431,270,146,0,0,1,77
220510,587,329,25,0,0,0,51
220515,418,325,49,0,0,1,37
220520,597,395,190,0,0,2,121
220525,281,164,57,0,0,0,18
220527,219,190,7,0,0,1,30
220530,316,202,52,0,0,1,29
220535,238,113,4,0,0,0,22
220540,592,289,249,0,0,3,87
220545,328,150,170,0,0,1,18
220550,1849,769,805,0,0,10,222
220551,310,213,49,0,0,0,16
220552,338,256,63,0,0,2,24
220553,259,152,54,0,0,3,34
220554,177,73,36,0,0,0,16
220555,342,292,44,0,0,2,35
220556,246,181,52,0,0,0,27
220557,404,341,27,0,0,1,27
220558,296,148,64,0,0,1,31
220559,276,185,22,0,0,3,23
220560,350,190,128,0,0,1,33
220570,1203,681,345,1,1,8,164
220580,1160,0,453,0,0,5,151
220585,385,0,50,0,0,1,43
220590,317,161,98,1,1,0,21
220595,387,209,110,0,0,1,40
220600,276,176,78,0,0,0,31
