municipality,employees,estatutarios,temporarios,tx_coleta_lixo,tx_limpeza,mort_less1yr,mort_total
330070,14539,4940,8139,0,0,28,1402
330080,2823,1154,0,1,1,8,391
330090,992,616,267,0,0,1,117
330093,1495,1077,78,1,0,2,98
330095,827,586,56,0,0,1,59
330100,13148,10444,1325,1,0,145,3944
330110,1103,910,0,1,1,12,183
330115,1025,759,115,0,0,4,88
330120,1174,864,0,1,0,3,139
330130,2502,1892,64,1,1,10,273
330140,1408,1189,102,1,1,2,154
330150,872,726,55,0,0,4,166
330160,798,642,98,1,0,0,70
330170,14414,10496,2627,1,0,185,6281
330180,1227,9,410,0,0,2,132
330185,2914,1048,1199,0,0,4,379
330187,1926,1013,612,1,0,3,216
330190,6522,4595,326,1,1,42,1665
330200,8642,5629,2125,1,0,28,901
330205,1020,621,224,1,1,0,100
330210,1242,728,0,1,1,5,243
330220,2406,855,76,0,1,11,789
330225,2085,1534,123,1,0,1,177
330227,2834,1609,870,1,1,27,701
330230,757,549,72,1,1,0,76
330240,15538,13455,699,1,0,49,1232
330245,703,463,0,1,1,3,62
330250,8453,4279,3420,1,1,53,1969
330260,4552,1967,1367,1,0,9,311
330270,6029,2707,1070,1,0,22,1039
330280,713,575,0,1,1,1,171
330285,2755,2229,185,1,1,47,1400
330290,1341,975,37,0,0,8,221
330300,1359,1054,183,1,1,5,249
330310,1060,741,21,1,1,2,154
330320,3848,2008,16,1,0,27,1486
330330,3643,2093,0,1,0,63,4401
330340,6495,150,561,1,0,16,1563
330350,22423,8707,4018,1,1,168,6286
330360,1853,991,0,1,1,4,413
330370,2111,1212,0,1,1,9,306
330380,1891,1339,304,0,0,10,239
330385,1204,892,105,1,0,3,221
330390,8021,7180,115,1,0,60,2618
330395,1543,1119,76,1,1,5,163
330400,2253,1816,38,1,0,3,188
330410,1001,773,76,0,0,3,137
330411,1445,852,203,0,0,3,141
330412,1140,576,18,1,1,0,96
330414,3518,2283,292,0,0,33,1119
330415,2231,0,78,0,0,4,131
330420,5173,4039,0,0,0,16,876
330430,4130,2188,1665,1,0,6,424
330440,1217,937,109,1,1,2,130
330450,834,682,71,1,0,1,86
330452,7111,4385,2187,1,0,20,736
330455,94954,88850,4881,1,0,1096,55046
330460,915,856,36,1,1,1,63
330470,2067,1302,592,0,0,5,368
330475,3175,1601,1446,1,1,6,290
330480,1973,1219,578,1,1,5,318
330490,12511,7230,0,1,0,150,7543
330500,4097,2231,1208,1,0,11,331
330510,6483,3865,143,1,0,115,3733
330513,635,480,45,1,0,1,49
330515,990,881,40,0,0,4,158
330520,4106,1896,1411,1,1,21,615
330530,804,676,29,1,0,0,67
330540,906,570,242,0,0,5,144
330550,3748,1623,1687,1,0,24,617
330555,3405,1859,1022,1,0,15,578
330560,2201,1199,660,1,0,5,177
330570,813,675,92,0,0,7,91
330575,1627,920,409,1,0,10,225
330580,4518,3559,0,0,0,23,1294
330590,1107,918,0,1,1,2,85
330600,3128,2503,126,1,1,20,608
330610,3160,2474,336,0,0,12,621
330615,749,579,115,1,1,2,72
330620,2131,1719,7,1,1,7,304
330630,5652,3121,127,0,0,27,2050
350010,1183,53,28,1,1,4,307
350020,315,0,0,1,1,1,43
350030,785,0,0,1,0,4,298
350040,312,272,4,1,0,0,66
350050,858,0,70,1,0,0,156
350055,427,282,34,1,1,0,41
350060,347,235,52,0,0,1,31
350070,1608,1340,202,0,0,6,264
350075,310,212,0,0,1,1,34
350080,235,0,0,1,1,2,34
350090,218,149,28,1,1,1,23
350100,768,591,0,1,1,2,117
350110,242,0,0,1,1,1,32
350115,782,0,18,1,0,3,89
350120,325,0,5,1,0,0,25
350130,823,0,0,1,0,0,154
350140,236,168,0,1,1,1,31
350150,195,0,22,0,1,0,14
350160,5582,3051,11,1,1,31,1382
350170,1251,0,0,1,0,5,190
350180,357,310,31,0,0,0,43
350190,1966,5,85,1,1,5,537
350200,320,0,0,0,0,2,25
350210,1586,0,79,1,1,6,465
350220,904,0,73,1,1,3,168
350230,363,0,0,0,1,1,31
350240,246,202,35,0,1,0,31
350250,1362,1082,109,1,1,7,288
350260,238,181,0,1,1,0,41
350270,815,2,129,1,1,1,169
350275,864,684,4,1,0,5,103
350280,3939,3152,12,1,0,30,1511
350290,1075,0,30,1,1,5,226
350300,295,2,15,1,0,1,39
350310,385,324,2,1,1,1,47
350315,273,0,40,0,0,1,20
350320,5783,0,27,0,0,34,1692
350330,3877,3013,365,1,0,15,933
350335,200,164,0,1,0,1,16
350340,426,5,0,0,0,4,75
350350,265,0,10,1,1,0,37
350360,525,0,0,0,1,4,69
350370,510,371,105,1,1,4,78
350380,1471,1309,6,1,0,11,266
350390,1978,0,0,0,0,10,487
350395,179,156,0,1,1,0,13
350400,3019,2073,491,0,0,12,745
350410,2980,0,0,0,0,33,1009
350420,515,442,29,1,0,2,120
350430,346,0,28,1,1,0,26
350440,458,10,30,0,0,3,78
350450,2961,2642,3,1,1,15,625
350460,666,517,2,0,0,0,125
350470,257,204,0,0,0,0,11
350480,321,7,39,1,1,1,71
350490,503,0,61,0,0,0,76
350500,191,178,0,0,0,1,25
350510,322,0,18,0,1,1,48
350520,1149,0,85,0,0,4,268
350530,952,2,0,1,0,5,290
350535,216,0,5,1,1,2,30
350540,463,0,0,1,1,1,37
350550,3991,2516,203,0,0,15,1029
350560,1088,780,0,0,0,9,162
350570,13415,11110,609,0,0,77,1819
350580,790,660,4,0,0,4,127
350590,1538,7,13,0,0,8,423
350600,6159,5910,61,0,0,57,2672
350610,2911,1719,718,1,0,12,622
350620,219,0,0,0,0,0,24
350630,391,9,5,0,0,2,104
350635,1691,1474,0,0,0,10,296
350640,278,222,13,1,1,0,60
350650,3558,2594,311,0,0,18,768
350660,794,691,0,1,1,10,199
350670,823,0,0,1,0,5,107
350680,497,0,0,1,1,0,75
350690,559,0,35,1,1,0,71
350700,2083,1534,8,1,1,7,313
350710,716,645,0,1,0,5,129
350715,234,150,12,0,0,0,20
350720,121,0,5,0,0,0,8
350730,262,0,5,0,0,3,45
350740,682,610,5,1,1,0,121
350745,215,0,13,1,0,0,11
350750,2760,2216,3,1,0,26,1009
350760,4619,23,18,1,0,29,1138
350770,268,0,5,1,1,0,47
350775,242,0,2,0,0,2,21
350780,909,675,175,0,0,5,153
350790,826,0,0,1,0,8,180
350800,894,750,8,0,0,6,135
350810,679,596,32,1,1,2,126
350820,250,98,0,0,0,3,36
350830,216,202,0,1,1,2,25
350840,1524,1,13,1,0,12,234
350850,2235,0,12,0,0,11,595
350860,996,2,69,1,0,5,242
350870,582,0,0,1,0,1,135
350880,707,0,49,1,0,0,155
350890,263,0,0,1,0,0,33
350900,2212,1375,10,0,0,19,501
350910,347,297,32,1,1,0,39
350920,3009,2260,113,0,0,16,406
350925,929,62,29,0,0,11,180
350930,542,394,36,1,1,1,82
350940,883,0,0,1,1,4,168
350945,254,227,0,0,0,2,43
350950,17571,15383,117,1,1,130,6760
350960,2325,1896,0,0,0,14,470
350970,2026,0,4,0,0,12,358
350980,337,251,0,1,1,2,43
350990,786,587,141,1,1,3,98
350995,349,248,17,1,1,2,29
351000,936,915,0,1,1,2,225
351010,249,208,0,1,0,1,29
351015,293,0,0,1,1,0,28
351020,1515,5,66,1,1,4,333
351030,789,0,17,0,1,6,127
351040,2044,1451,336,1,0,6,326
351050,4577,3591,154,0,0,17,798
351060,5753,3722,276,0,1,97,1912
351070,460,430,5,1,0,0,108
351080,874,0,126,0,0,4,287
351090,275,0,43,0,0,0,19
351100,976,3,12,1,0,0,134
351110,2851,1937,0,1,1,11,1069
351120,232,201,0,1,1,2,55
351130,441,0,0,1,1,1,74
351140,824,638,72,0,0,2,143
351150,1032,876,94,1,1,7,265
351160,487,0,50,1,1,6,119
351170,677,0,0,1,0,4,104
351190,353,0,2,0,1,1,48
351200,1021,5,158,1,0,3,145
351210,489,2,205,1,1,1,66
351220,1046,956,0,0,0,7,188
351230,547,0,0,1,0,3,169
351240,1172,0,12,1,0,5,157
351250,284,0,10,1,1,0,30
351260,326,271,0,1,1,0,31
351270,300,0,14,0,0,0,22
351280,2119,25,0,1,1,7,353
351290,336,258,37,1,0,0,55
351300,6157,4365,229,0,0,46,1265
351310,812,726,40,0,0,2,193
351320,363,0,0,1,1,1,48
351330,188,157,8,1,1,1,18
351340,2620,0,408,0,0,12,567
351350,4426,4118,23,0,0,35,712
351360,573,13,4,1,0,1,166
351370,1084,0,5,1,0,6,258
351380,8693,6528,916,1,0,89,2132
351385,148,117,11,0,1,0,22
351390,454,392,45,0,0,0,117
351400,298,0,0,0,1,1,52
351410,906,0,55,0,0,7,229
351420,173,161,2,1,1,0,18
351430,386,0,50,0,1,1,72
351440,1710,986,461,1,0,1,373
351450,455,0,0,1,0,1,112
351460,343,13,0,1,1,3,56
351470,315,232,0,0,1,1,63
351480,583,497,21,0,0,1,91
351490,665,0,20,1,1,2,102
351492,175,0,20,0,1,0,22
351495,223,201,5,0,0,1,19
351500,5164,4162,83,0,0,53,1365
351510,1952,0,6,1,1,6,514
351512,220,0,0,1,0,1,25
351515,672,532,8,0,0,3,70
351518,1082,0,1,1,1,6,367
351519,259,0,11,0,0,3,28
351520,322,189,45,1,1,0,66
351530,273,241,24,1,1,0,16
351535,429,409,0,1,1,1,69
351540,630,578,19,0,0,3,118
351550,2363,1075,348,1,1,4,552
351560,288,261,0,1,0,2,35
351565,178,156,15,1,0,0,16
351570,3218,2601,27,1,1,31,929
351580,232,193,0,1,1,0,21
351590,191,166,10,1,1,0,26
351600,401,0,64,0,1,3,99
351610,261,223,8,1,1,1,30
351620,5082,3,0,0,0,46,2042
351630,2653,1924,222,0,0,32,826
351640,2876,1878,267,1,0,30,833
351650,247,199,15,1,1,2,21
351660,404,0,14,0,0,0,59
351670,1467,972,335,0,0,10,424
351680,200,191,5,1,1,2,25
351685,298,235,23,1,1,1,30
351690,446,356,0,1,1,0,98
351700,334,0,12,1,1,1,93
351710,284,3,1,0,0,0,32
351720,428,288,94,0,1,1,74
351730,293,236,0,1,1,0,46
351740,1502,1283,16,1,0,5,306
351750,699,555,107,1,1,3,115
351760,748,0,114,1,1,6,119
351770,973,92,0,1,1,4,138
351780,367,0,3,1,1,0,65
351790,680,516,104,1,0,2,86
351800,193,164,13,1,1,1,16
351810,370,347,2,1,0,0,42
351820,946,0,0,0,0,9,287
351830,1404,0,317,0,0,6,191
351840,2868,39,211,1,1,9,935
351850,563,0,34,1,1,3,86
351860,1382,0,0,0,0,4,268
351870,7119,5737,101,1,0,78,1937
351880,23663,968,170,0,0,260,7369
351885,413,0,0,1,1,0,63
351890,230,207,0,1,1,1,40
351900,342,6,20,0,1,2,54
351905,628,517,0,1,1,0,68
351907,5202,4507,121,0,0,32,1127
351910,453,0,39,0,0,1,81
351920,207,172,5,1,1,1,43
351925,365,0,23,1,1,4,38
351930,877,242,0,1,1,4,175
351940,520,331,50,1,1,2,92
351950,309,0,0,0,1,1,49
351960,1098,15,0,1,0,8,416
351970,1831,16,232,0,0,10,513
351980,407,0,0,1,1,1,51
351990,384,310,0,1,0,1,59
352000,635,535,0,0,0,3,160
352010,944,787,0,1,1,6,256
352020,564,0,21,1,0,2,55
352030,1062,0,0,1,1,3,256
352040,1908,1473,242,1,1,3,122
352042,990,472,7,0,0,1,114
352044,1448,1181,5,1,1,0,155
352050,4883,4300,63,1,0,34,1243
352060,231,0,0,0,1,1,48
352070,256,180,2,1,0,1,36
352080,235,0,2,0,0,0,33
352090,568,6,14,1,0,0,100
352100,1219,849,24,1,1,5,131
352110,385,0,22,1,1,1,39
352115,233,209,0,1,1,0,27
352120,338,0,24,1,0,1,35
352130,821,24,143,0,0,0,85
352140,710,0,24,1,1,0,112
352150,374,300,36,0,0,0,64
352160,336,301,18,0,0,0,65
352170,583,542,31,1,1,5,138
352180,864,762,6,1,0,8,176
352190,637,545,0,1,0,2,146
352200,259,0,0,0,0,0,26
352210,4637,2906,585,1,0,19,824
352215,189,0,2,1,1,3,31
352220,3113,2060,258,1,1,31,913
352230,4070,3657,0,1,1,22,1013
352240,4432,3388,596,1,1,30,637
352250,5190,4090,523,0,0,31,1146
352260,2166,1966,0,0,0,7,660
352265,303,0,35,1,1,2,28
352270,1197,0,0,0,0,5,367
352280,600,583,0,1,1,1,115
352290,472,14,0,0,1,2,97
352300,353,336,0,0,0,1,28
352310,7043,3955,2126,0,0,71,1715
352320,1823,1384,0,1,0,8,386
352330,427,0,13,0,0,0,101
352340,3162,1,316,1,0,13,682
352350,691,459,2,1,1,1,113
352360,751,0,18,1,0,0,86
352370,254,4,10,1,1,1,48
352380,235,92,0,0,0,0,55
352390,4442,3389,113,0,0,24,1059
352400,2035,0,0,0,0,7,230
352410,1107,882,14,1,0,6,340
352420,437,370,10,1,1,1,45
352430,1846,1405,253,0,1,8,536
352440,5288,3701,942,1,1,33,1451
352450,181,0,0,1,0,0,33
352460,607,0,16,0,0,2,107
352470,2080,1674,0,1,1,8,270
352480,1325,843,244,0,0,11,404
352490,373,2,51,0,0,0,32
352500,3042,2488,0,0,0,29,547
352510,1508,26,0,0,1,5,249
352520,1071,3,0,0,1,4,177
352530,3123,2770,0,1,1,21,1122
352540,255,235,0,0,0,1,32
352550,472,0,26,0,0,1,90
352560,223,172,25,0,0,2,33
352570,1221,1,0,1,1,4,216
352580,273,251,8,1,1,0,40
352585,225,152,0,1,0,0,17
352590,8109,7109,140,1,0,56,2659
352600,740,615,62,0,0,2,157
352610,694,552,0,0,0,0,138
352620,1053,0,0,1,0,10,192
352630,250,0,0,0,1,0,39
352640,1086,8,0,1,1,5,218
352650,341,331,0,1,1,0,59
352660,421,0,12,1,1,1,39
352670,2825,2796,0,0,0,12,646
352680,2262,1867,112,1,0,6,406
352690,7166,5749,0,1,1,35,1980
352700,353,216,27,0,0,0,44
352710,1487,1168,0,1,0,7,594
352720,1976,1609,179,1,0,9,688
352725,211,194,0,0,0,0,18
352730,1824,1483,9,0,0,5,201
352740,795,554,0,0,0,2,158
352750,153,0,0,0,1,1,14
352760,728,0,43,1,1,2,48
352770,243,3,5,0,1,1,41
352780,240,0,19,1,0,1,31
352790,240,200,27,0,1,0,19
352800,560,469,0,1,0,1,119
352810,312,266,1,0,0,2,74
352820,234,195,35,1,1,1,37
352830,206,179,0,1,1,0,25
352840,1708,1,88,1,0,8,308
352850,2278,1747,55,1,0,18,549
352860,327,0,11,0,0,2,73
352870,367,331,0,1,0,0,25
352880,641,2,0,1,1,3,97
352885,258,188,0,1,1,0,17
352890,249,0,20,0,0,1,35
352900,5441,4790,18,0,0,35,1595
352910,202,174,5,1,1,0,25
352920,1151,1067,0,0,0,8,228
352930,2097,0,150,0,0,16,576
352940,5639,4078,445,0,0,70,2176
352950,329,276,0,0,0,0,30
352960,290,235,5,1,1,0,27
352965,160,156,0,1,1,1,10
352970,1168,855,120,1,1,5,155
352980,378,355,2,0,0,1,102
352990,662,328,80,0,0,4,170
353000,276,209,0,1,1,0,22
353010,688,622,6,0,0,5,204
353020,804,623,81,1,0,5,134
353030,1272,1,0,1,0,5,413
353040,190,3,0,1,1,0,33
353050,1624,0,0,0,0,3,561
353060,5505,3749,0,0,0,75,2576
353070,3601,47,170,1,0,20,1028
353080,2572,0,0,1,0,6,698
353090,223,0,8,0,1,1,21
353100,223,204,0,1,0,0,18
353110,1536,0,117,1,1,17,469
353120,398,0,30,1,0,0,60
353130,1470,613,17,0,0,2,404
353140,783,0,84,1,0,3,189
353150,712,0,41,1,0,1,165
353160,276,243,0,1,1,0,35
353170,266,1,8,0,0,0,28
353180,2104,1951,0,1,1,12,341
353190,1179,998,0,1,1,4,154
353200,461,0,27,1,1,2,81
353205,227,0,0,1,1,1,24
353210,328,294,0,1,1,0,40
353215,192,169,11,1,1,1,13
353220,419,360,29,0,1,1,25
353230,406,0,35,0,1,0,69
353240,593,0,21,0,0,1,109
353250,301,225,1,0,1,0,74
353260,341,1,1,1,1,2,93
353270,203,187,0,1,1,0,38
353280,253,0,5,1,1,0,54
353282,469,403,0,1,1,2,44
353284,178,144,7,1,1,1,20
353286,150,120,0,1,1,0,7
353290,521,357,5,1,0,2,73
353300,572,0,0,1,1,4,157
353310,175,143,13,1,1,2,24
353320,365,0,0,0,0,0,19
353325,282,253,0,1,1,1,22
353330,186,180,0,1,0,1,23
353340,1679,13,40,1,1,8,381
353350,1202,9,99,0,0,7,324
353360,411,0,17,1,0,2,48
353370,256,0,3,1,0,0,33
353380,190,158,0,0,0,0,22
353390,1741,1281,246,1,1,3,403
353400,310,251,0,0,0,0,37
353410,277,206,8,1,1,0,60
353420,335,270,3,1,1,0,31
353430,1475,1233,0,1,1,4,236
353440,17537,11419,0,1,0,115,4418
353450,223,202,2,0,1,0,24
353460,1041,636,208,1,1,2,284
353470,3226,2344,0,1,1,9,818
353475,662,573,0,1,1,0,69
353480,380,316,0,1,1,1,52
353490,451,408,2,0,0,2,122
353500,420,0,42,1,1,0,89
353510,405,7,0,1,1,2,61
353520,319,243,5,1,0,2,81
353530,730,512,0,1,0,2,201
353540,594,0,25,0,0,4,106
353550,1727,1501,0,0,1,2,342
353560,973,826,71,0,0,3,113
353570,345,269,0,1,0,0,42
353580,932,732,6,0,0,0,130
353590,193,158,1,1,1,0,42
353600,387,342,0,1,1,3,92
353610,395,0,0,1,1,0,43
353620,534,261,0,0,0,7,142
353625,182,166,0,1,1,0,17
353630,456,0,29,0,0,2,103
353640,393,381,0,1,1,0,51
353650,5062,4552,17,1,1,9,448
353657,186,0,7,1,1,0,14
353660,378,322,4,0,0,2,63
353670,1532,0,122,0,0,7,331
353680,262,0,23,1,1,0,48
353690,263,239,0,1,1,0,19
353700,618,0,0,1,1,3,95
353710,1440,1135,63,0,0,6,311
353715,250,217,21,1,1,0,27
353720,457,0,33,1,1,1,76
353730,1698,0,12,0,0,7,504
353740,1046,846,56,1,0,5,205
353750,420,0,70,1,0,2,58
353760,2246,1728,125,1,1,14,589
353770,312,0,14,1,1,3,34
353780,1242,981,0,0,0,14,432
353790,879,0,17,1,0,7,213
353800,3808,2,28,1,1,20,998
353810,589,5,6,0,0,0,144
353820,473,0,0,0,1,0,99
353830,316,259,5,1,1,1,24
353850,414,19,49,0,0,1,137
353860,894,775,39,0,0,6,221
353870,7935,2609,98,1,0,67,2664
353880,1044,890,0,0,0,3,243
353890,601,0,0,0,0,6,229
353900,316,0,6,1,0,1,96
353910,1184,761,342,1,1,2,92
353920,1094,910,50,1,1,4,196
353930,2308,17,5,1,0,5,585
353940,333,318,5,0,0,1,96
353950,1183,966,71,1,1,2,229
353960,308,0,1,1,1,2,34
353970,288,253,16,1,1,0,28
353980,3247,2726,66,1,0,22,669
353990,209,0,7,1,1,0,42
354000,699,0,0,0,0,3,162
354010,265,209,0,0,0,2,32
354020,1381,3,353,1,0,6,201
354025,245,209,0,1,1,0,33
354030,187,157,19,0,0,0,23
354040,276,215,25,1,1,0,42
354050,307,0,9,1,1,0,75
354060,2033,1571,5,0,0,7,376
354070,1580,1265,108,1,1,4,409
354075,914,0,185,1,0,3,133
354080,653,347,6,1,1,4,144
354085,191,0,17,0,1,0,19
354090,736,0,45,1,1,1,91
354100,11043,9925,288,1,1,77,2285
354105,233,193,0,0,0,1,27
354110,244,0,1,1,0,0,36
354120,660,4,0,0,0,0,117
354130,1502,1133,185,1,1,6,310
354140,4529,3881,441,1,0,18,1571
354150,1495,1068,16,1,0,8,326
354160,1247,0,0,1,1,4,245
354165,218,42,10,1,1,0,25
354170,660,500,0,1,0,2,84
354180,358,266,6,1,0,0,30
354190,551,0,3,0,1,3,79
354200,258,0,0,1,1,2,48
354210,368,279,48,0,0,1,48
354220,1302,999,19,0,0,5,254
354230,234,0,20,1,1,0,29
354240,1001,708,185,1,1,4,142
354250,354,0,19,0,0,0,37
354260,1627,1480,16,0,0,10,396
354270,319,5,0,1,1,2,42
354280,220,0,0,0,1,0,29
354290,381,1,6,1,1,2,79
354300,680,645,0,1,0,6,139
354310,268,0,19,0,1,1,24
354320,267,0,22,0,1,1,38
354323,250,174,0,1,1,0,23
354325,NA,333,NA,0,1,1,53
354330,4040,2887,11,0,0,16,680
354340,8893,8233,448,0,1,83,4225
354350,321,262,20,1,1,1,53
354360,247,207,0,0,0,0,35
354370,409,0,0,1,1,0,64
354380,348,321,2,1,0,1,96
354390,5091,3288,1061,0,0,18,1506
354400,983,5,101,0,0,6,172
354410,636,414,0,1,1,6,264
354420,450,430,1,1,0,0,55
354425,1072,905,36,0,0,2,109
354430,515,404,56,0,0,1,81
354440,224,3,0,0,0,0,19
354450,325,269,31,1,1,0,30
354460,265,225,0,1,1,0,41
354470,264,0,0,0,0,0,12
354480,313,259,0,0,0,0,59
354490,386,316,14,1,0,1,68
354500,486,0,22,1,1,5,127
354510,260,232,13,0,0,2,38
354515,259,0,7,1,1,0,43
354520,3126,17,89,0,0,22,747
354530,1198,1019,0,0,0,7,316
354540,425,0,40,1,1,0,89
354550,456,432,0,1,0,1,32
354560,753,650,0,1,0,2,136
354570,295,267,11,1,1,0,47
354580,4875,16,65,0,0,20,1220
354600,598,0,0,1,1,4,120
354610,218,183,0,0,0,0,15
354620,249,0,0,0,0,0,21
354625,227,42,0,1,0,0,11
354630,761,0,0,0,0,7,207
354640,1118,4,142,0,0,9,365
354650,284,0,0,1,1,2,44
354660,1462,1280,48,0,0,5,293
354670,902,0,0,0,1,3,109
354680,1814,2,151,0,0,8,348
354690,369,0,87,1,1,0,64
354700,227,0,0,1,1,0,32
354710,226,181,6,0,0,1,38
354720,159,87,12,1,1,1,14
354730,7215,6157,243,1,0,20,516
354740,239,198,8,0,1,0,25
354750,921,699,2,1,1,1,259
354760,834,8,0,0,0,2,184
354765,144,132,0,0,0,0,10
354770,731,513,55,0,0,1,184
354780,10298,7964,1167,1,1,95,5229
354790,342,1,0,0,0,1,56
354800,861,793,0,0,0,2,172
354805,587,544,22,0,0,1,61
354810,235,0,0,1,1,0,43
354820,351,0,0,1,1,0,47
354830,254,222,5,0,0,0,24
354840,243,205,8,1,1,1,23
354850,13129,11346,1443,1,0,52,4115
354860,542,0,26,0,0,0,70
354870,14473,10459,0,1,0,95,4087
354880,5555,0,0,1,0,15,1441
354890,5077,0,180,0,0,32,1699
354900,164,146,8,1,0,0,29
354910,2563,1587,595,0,0,15,762
354920,180,163,5,1,1,0,18
354925,200,179,1,0,0,0,14
354930,180,0,5,1,0,0,25
354940,1162,0,38,0,0,4,338
354950,430,0,39,0,1,1,59
354960,306,0,24,1,1,1,37
354970,1574,1383,28,1,0,7,421
354980,6276,4416,0,0,0,42,3048
354990,11673,7536,1360,0,0,123,3743
354995,724,531,0,1,1,4,107
355000,620,0,45,0,0,0,78
355010,1030,879,12,0,1,7,277
355020,841,0,12,1,1,5,190
355030,138233,122143,4148,1,0,1914,75368
355040,941,0,0,0,1,6,270
355050,323,0,17,1,1,0,45
355060,3150,2265,408,1,1,11,580
355070,3403,2683,442,1,1,8,434
355080,409,57,28,0,0,2,101
355090,550,0,33,0,0,2,132
355100,7327,6096,0,1,1,74,2388
355110,463,0,30,0,1,2,80
355120,214,190,0,0,0,0,39
355130,277,236,5,0,0,0,26
355140,397,0,0,0,0,2,86
355150,1304,1169,0,0,1,5,231
355160,983,85,9,1,0,3,228
355170,2817,1990,0,1,1,18,716
355180,420,0,1,0,0,0,109
355190,700,504,136,1,1,1,100
355200,388,0,0,1,0,0,51
355210,1328,0,53,0,0,5,322
355220,11091,9094,0,1,0,98,4279
355230,447,379,48,1,1,3,66
355240,5026,3738,574,0,0,24,1340
355250,4799,4180,33,0,0,40,1678
355255,293,258,11,1,0,0,26
355260,551,397,52,1,0,2,108
355270,590,4,1,1,1,4,127
355280,5657,4529,155,1,0,59,1502
355290,579,0,31,0,1,0,43
355300,480,462,0,0,0,3,84
355310,237,150,15,1,0,1,48
355320,287,0,10,1,1,0,44
355330,727,616,31,0,0,3,184
355340,645,477,0,0,1,4,191
355350,334,0,7,0,1,1,52
355360,377,336,0,1,1,2,109
355365,233,195,19,0,1,1,24
355370,1801,1479,110,1,1,14,489
355380,772,749,0,0,0,3,220
355385,411,392,7,1,1,0,33
355390,366,0,39,0,0,1,58
355395,902,604,0,0,0,3,77
355400,3563,3137,177,0,0,22,859
355410,6474,4946,0,0,0,38,1921
355420,315,238,8,0,0,1,28
355430,1029,834,26,0,0,3,131
355440,430,353,0,1,1,1,74
355450,1465,943,75,0,0,4,271
355460,175,87,28,0,0,0,29
355465,167,0,5,1,1,1,20
355470,336,0,17,1,1,0,67
355475,175,0,19,1,1,2,15
355480,1428,5,204,1,0,9,259
355490,308,266,0,1,1,0,65
355495,268,0,0,1,1,0,59
355500,1936,1851,0,1,0,8,607
355510,522,9,44,1,1,3,137
355520,215,204,5,1,1,1,11
355530,207,180,23,1,1,0,15
355535,373,315,5,1,1,1,45
355540,2594,1714,560,1,1,15,545
355550,269,0,21,0,0,1,34
355560,496,329,120,1,1,1,85
355570,157,0,0,1,0,2,18
355580,275,200,0,1,0,1,82
355590,179,0,5,1,1,0,8
355600,471,0,0,1,0,0,111
355610,450,277,144,1,1,1,80
355620,2807,2392,0,1,1,9,701
355630,784,0,9,1,0,7,144
355635,287,0,19,1,0,1,68
355640,1096,896,104,0,0,5,333
355645,1341,1280,6,0,0,5,234
355650,2333,1830,17,1,1,15,541
355660,330,285,0,0,0,1,97
355670,2724,0,184,1,0,9,403
355680,911,695,94,1,0,4,132
355690,249,191,11,1,1,2,44
355695,147,121,9,1,1,0,16
355700,2751,2146,384,1,0,23,757
355710,2107,1785,0,0,0,6,625
355715,298,252,11,1,1,0,11
355720,513,423,61,1,1,2,120
355730,553,0,38,0,1,1,80
410010,307,243,7,1,1,1,74
410020,291,223,3,1,0,1,58
410030,366,236,32,1,1,2,49
410040,1887,1410,2,1,0,16,650
410045,335,255,7,1,1,1,25
410050,548,467,21,1,1,4,174
410060,451,359,6,1,1,1,104
410070,393,253,32,1,0,3,81
410080,460,436,0,1,0,0,64
410090,287,236,5,1,1,1,34
410100,627,523,0,1,0,5,132
410105,229,187,2,1,1,0,29
410110,795,632,10,1,1,2,208
410115,274,209,36,1,1,0,22
410120,639,580,12,1,1,1,156
410130,304,231,0,1,1,2,71
410140,1088,627,0,1,1,23,866
410150,3183,2702,29,1,0,26,768
410160,832,719,6,1,1,9,185
410165,215,164,16,1,0,0,30
410170,449,365,8,1,1,2,118
410180,5429,4459,5,1,0,21,680
410185,226,146,5,1,1,0,23
410190,786,649,0,1,1,4,143
410200,1112,1032,0,1,1,6,288
410210,964,722,6,1,0,5,174
410220,238,198,2,1,1,3,46
410230,633,351,14,0,0,2,83
410240,875,740,0,1,1,3,281
410250,442,326,4,1,1,2,99
410260,343,288,0,1,0,1,56
410270,191,139,26,1,1,0,23
410275,212,195,0,1,1,0,26
410280,354,314,2,1,1,6,141
410290,501,344,9,0,1,2,122
410300,240,199,15,1,1,1,42
410302,216,182,0,1,1,0,12
410304,382,242,22,1,1,2,33
410305,435,279,37,0,0,1,66
410310,368,214,81,1,0,7,73
410315,192,134,16,1,1,1,22
410320,345,227,63,1,1,1,51
410322,177,136,2,0,0,0,28
410330,338,0,7,1,1,4,86
410335,267,201,6,1,1,2,42
410337,325,158,95,1,1,1,23
410340,175,162,10,1,1,0,20
410345,694,643,5,1,1,2,61
410347,254,156,6,1,1,2,32
410350,409,224,4,1,0,0,65
410360,763,645,0,0,0,4,221
410370,2700,2647,0,0,0,14,656
410380,125,66,0,1,1,2,62
410390,655,573,0,1,1,2,117
410395,242,146,0,1,1,0,23
410400,1563,1178,0,1,0,14,258
410405,294,233,0,1,0,3,30
410410,364,254,6,1,0,4,50
410420,3119,2573,6,1,0,25,731
410425,698,489,0,1,0,3,158
410430,2853,2310,0,1,1,11,661
410440,582,0,0,1,1,3,119
